property_type,price,city,baths,bedrooms,Area Type,Area Size,Faisalabad,Islamabad,Karachi,Lahore,Kanal
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
House,4480000,Islamabad,2,2,Marla,3.0,0,1,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,6273000,Islamabad,1,1,Marla,3.1,0,1,0,0,0
Flat,3825000,Islamabad,0,1,Marla,2.0,0,1,0,0,0
Flat,265000,Karachi,3,3,Marla,9.3,0,0,1,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,0,0,Marla,3.0,0,0,0,1,0
Flat,4272000,Islamabad,1,1,Marla,2.4,0,1,0,0,0
House,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,5480000,Islamabad,4,3,Marla,8.0,0,1,0,0,0
Flat,5410000,Islamabad,2,2,Marla,5.0,0,1,0,0,0
Flat,4720000,Islamabad,2,2,Marla,4.2,0,1,0,0,0
Flat,7410000,Islamabad,0,1,Marla,4.2,0,1,0,0,0
Flat,7757000,Lahore,1,1,Marla,1.5,0,0,0,1,0
House,4490000,Lahore,4,3,Marla,3.0,0,0,0,1,0
Flat,5335000,Islamabad,2,2,Marla,6.0,0,1,0,0,0
Flat,5099000,Islamabad,3,2,Marla,4.9,0,1,0,0,0
Flat,4231000,Islamabad,1,1,Marla,2.9,0,1,0,0,0
Flat,224000,Islamabad,2,2,Marla,8.0,0,1,0,0,0
Flat,4255000,Islamabad,2,2,Marla,3.7,0,1,0,0,0
House,5270000,Lahore,3,2,Marla,3.0,0,0,0,1,0
Flat,3819000,Lahore,2,2,Marla,2.7,0,0,0,1,0
House,4990000,Lahore,1,2,Marla,3.3,0,0,0,1,0
Flat,3389000,Karachi,2,2,Marla,2.7,0,0,1,0,0
Flat,3825000,Islamabad,1,1,Marla,2.0,0,1,0,0,0
Flat,5390000,Islamabad,2,2,Marla,4.9,0,1,0,0,0
House,4490000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,2816000,Lahore,2,2,Marla,3.1,0,0,0,1,0
Upper Portion,2290000,Lahore,0,2,Marla,3.0,0,0,0,1,0
Flat,5520000,Lahore,2,2,Marla,3.3,0,0,0,1,0
Flat,4583000,Islamabad,1,1,Marla,2.7,0,1,0,0,0
Flat,5070000,Islamabad,2,2,Marla,4.2,0,1,0,0,0
Flat,26200,Karachi,2,2,Marla,3.3,0,0,1,0,0
Flat,79000,Karachi,4,3,Marla,8.0,0,0,1,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,3775000,Lahore,3,2,Marla,3.5,0,0,0,1,0
House,4490000,Lahore,4,3,Marla,3.0,0,0,0,1,0
Flat,4583000,Rawalpindi,1,1,Marla,2.7,0,0,0,0,0
Flat,1801000,Rawalpindi,1,1,Marla,1.4,0,0,0,0,0
House,3775000,Lahore,3,3,Marla,3.5,0,0,0,1,0
Upper Portion,49990,Rawalpindi,3,3,Marla,7.0,0,0,0,0,0
House,4495000,Lahore,4,4,Marla,2.7,0,0,0,1,0
House,41500,Rawalpindi,0,3,Marla,8.0,0,0,0,0,0
House,41500,Rawalpindi,0,3,Marla,8.0,0,0,0,0,0
House,41500,Rawalpindi,0,3,Marla,8.0,0,0,0,0,0
House,41500,Rawalpindi,0,3,Marla,8.0,0,0,0,0,0
House,41500,Rawalpindi,0,3,Marla,8.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,252000,Islamabad,2,2,Marla,6.7,0,1,0,0,0
Lower Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,37400000,Islamabad,0,0,Marla,7.6,0,1,0,0,0
Flat,8872000,Islamabad,0,2,Marla,5.3,0,1,0,0,0
Flat,4465000,Islamabad,0,0,Marla,4.0,0,1,0,0,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,178000,Karachi,4,4,Marla,12.0,0,0,1,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,2813000,Lahore,1,0,Marla,1.7,0,0,0,1,0
Flat,4499000,Karachi,0,0,Marla,4.0,0,0,1,0,0
Flat,1235000,Karachi,1,2,Marla,2.0,0,0,1,0,0
Flat,5220000,Islamabad,3,3,Marla,5.8,0,1,0,0,0
House,33300000,Islamabad,0,0,Marla,14.6,0,1,0,0,0
Flat,5915000,Rawalpindi,0,2,Marla,5.3,0,0,0,0,0
Flat,4583000,Islamabad,2,1,Marla,2.7,0,1,0,0,0
Flat,5724000,Islamabad,2,2,Marla,4.2,0,1,0,0,0
Flat,5448000,Islamabad,1,1,Marla,2.8,0,1,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,4583000,Rawalpindi,1,1,Marla,2.7,0,0,0,0,0
Flat,5724000,Islamabad,3,2,Marla,4.2,0,1,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,6958000,Lahore,2,2,Marla,6.5,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,2290000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,5724000,Islamabad,2,2,Marla,4.2,0,1,0,0,0
Room,4500,Rawalpindi,1,1,Marla,10.0,0,0,0,0,0
Flat,4583000,Rawalpindi,1,1,Marla,2.7,0,0,0,0,0
Flat,4583000,Rawalpindi,1,1,Marla,2.7,0,0,0,0,0
Flat,2670000,Karachi,2,2,Marla,4.0,0,0,1,0,0
Flat,7410000,Islamabad,1,1,Marla,4.2,0,1,0,0,0
House,32600000,Faisalabad,0,0,Marla,7.0,1,0,0,0,0
House,4575000,Faisalabad,3,3,Marla,5.0,1,0,0,0,0
Flat,3764000,Faisalabad,0,0,Marla,2.4,1,0,0,0,0
Flat,2744000,Rawalpindi,0,1,Marla,2.1,0,0,0,0,0
Flat,3578000,Rawalpindi,0,1,Marla,2.7,0,0,0,0,0
Flat,7521000,Rawalpindi,0,3,Marla,5.8,0,0,0,0,0
House,4490000,Lahore,0,0,Marla,3.0,0,0,0,1,0
Flat,1027000,Lahore,0,2,Marla,1.4,0,0,0,1,0
Flat,5247000,Islamabad,0,0,Marla,4.2,0,1,0,0,0
Flat,488000,Islamabad,3,3,Marla,8.0,0,1,0,0,0
Flat,5360000,Faisalabad,0,0,Marla,3.6,1,0,0,0,0
Flat,2970000,Rawalpindi,1,1,Marla,2.3,0,0,0,0,0
House,4490000,Lahore,4,3,Marla,3.0,0,0,0,1,0
Flat,3548000,Islamabad,1,1,Marla,2.1,0,1,0,0,0
Flat,3564000,Islamabad,1,1,Marla,3.5,0,1,0,0,0
Flat,3454000,Lahore,0,2,Marla,5.0,0,0,0,1,0
Flat,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,3110000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,1495000,Lahore,1,1,Marla,1.7,0,0,0,1,0
Flat,1880000,Islamabad,1,1,Marla,1.9,0,1,0,0,0
House,4490000,Lahore,2,3,Marla,3.0,0,0,0,1,0
Flat,1360000,Karachi,2,2,Marla,3.1,0,0,1,0,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,23400000,Lahore,4,4,Marla,10.0,0,0,0,1,0
House,6075000,Islamabad,5,4,Marla,5.0,0,1,0,0,0
Flat,4715000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
House,6190000,Lahore,2,3,Marla,4.5,0,0,0,1,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3626000,Islamabad,1,1,Marla,2.3,0,1,0,0,0
House,3325000,Lahore,2,2,Marla,1.5,0,0,0,1,0
Flat,2345000,Faisalabad,0,0,Marla,1.6,1,0,0,0,0
House,4490000,Lahore,0,0,Marla,3.0,0,0,0,1,0
House,43600000,Islamabad,4,4,Marla,10.0,0,1,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,31800000,Lahore,6,5,Marla,10.0,0,0,0,1,0
House,3495000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,3330000,Islamabad,1,1,Marla,2.0,0,1,0,0,0
Flat,3127000,Islamabad,1,1,Marla,1.9,0,1,0,0,0
Flat,7294000,Islamabad,3,3,Marla,4.6,0,1,0,0,0
Flat,8652000,Islamabad,3,3,Marla,5.5,0,1,0,0,0
Flat,3270000,Islamabad,1,1,Marla,1.9,0,1,0,0,0
Flat,3127000,Islamabad,1,1,Marla,1.9,0,1,0,0,0
Flat,7294000,Islamabad,3,3,Marla,4.6,0,1,0,0,0
Flat,2338000,Islamabad,2,2,Marla,4.1,0,1,0,0,0
House,33600000,Lahore,6,6,Marla,10.0,0,0,0,1,0
Flat,7672000,Karachi,0,2,Marla,4.9,0,0,1,0,0
Flat,7672000,Karachi,0,2,Marla,4.9,0,0,1,0,0
Flat,7364000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,7364000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,7320000,Islamabad,1,1,Marla,2.7,0,1,0,0,0
Flat,6440000,Islamabad,2,2,Marla,4.1,0,1,0,0,0
Flat,7336000,Islamabad,3,3,Marla,4.7,0,1,0,0,0
Flat,6475000,Islamabad,2,2,Marla,4.1,0,1,0,0,0
Flat,5565000,Islamabad,2,2,Marla,3.5,0,1,0,0,0
Flat,5495000,Islamabad,2,2,Marla,3.5,0,1,0,0,0
Flat,8652000,Islamabad,3,3,Marla,5.5,0,1,0,0,0
Flat,8652000,Islamabad,3,3,Marla,5.5,0,1,0,0,0
Flat,8764000,Islamabad,3,3,Marla,5.6,0,1,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Room,1000,Islamabad,1,1,Marla,1.0,0,1,0,0,0
House,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,5454000,Rawalpindi,0,2,Marla,4.2,0,0,0,0,0
Flat,8466000,Karachi,3,3,Marla,5.6,0,0,1,0,0
Upper Portion,5975000,Karachi,3,3,Marla,4.8,0,0,1,0,0
Flat,8466000,Karachi,3,3,Marla,5.6,0,0,1,0,0
Flat,4792000,Islamabad,1,1,Marla,2.7,0,1,0,0,0
House,8750000,Lahore,4,3,Marla,5.0,0,0,0,1,0
Flat,1075000,Karachi,1,2,Marla,2.0,0,0,1,0,0
Flat,1075000,Karachi,1,2,Marla,2.0,0,0,1,0,0
Flat,7672000,Karachi,2,2,Marla,4.9,0,0,1,0,0
Flat,7672000,Karachi,2,2,Marla,4.9,0,0,1,0,0
Flat,7672000,Karachi,2,2,Marla,4.9,0,0,1,0,0
Flat,7672000,Karachi,2,2,Marla,4.9,0,0,1,0,0
Flat,7364000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,7364000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,7364000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,7364000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,35600000,Karachi,4,3,Marla,12.0,0,0,1,0,0
Flat,7364000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,2565000,Islamabad,1,1,Marla,1.5,0,1,0,0,0
Flat,3758000,Islamabad,1,1,Marla,2.2,0,1,0,0,0
Flat,1293000,Islamabad,2,2,Marla,6.4,0,1,0,0,0
Flat,4751000,Islamabad,1,1,Marla,2.7,0,1,0,0,0
Flat,3817000,Islamabad,1,1,Marla,2.3,0,1,0,0,0
Flat,4005000,Islamabad,1,1,Marla,2.4,0,1,0,0,0
Flat,3945000,Islamabad,1,1,Marla,2.3,0,1,0,0,0
Flat,3690000,Islamabad,1,1,Marla,2.2,0,1,0,0,0
House,7510000,Faisalabad,0,0,Marla,4.0,1,0,0,0,0
Flat,9713000,Lahore,1,1,Marla,1.9,0,0,0,1,0
House,9725000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3470000,Rawalpindi,1,1,Marla,2.0,0,0,0,0,0
Flat,1580000,Islamabad,1,1,Marla,2.7,0,1,0,0,0
Flat,3127000,Islamabad,0,1,Marla,1.9,0,1,0,0,0
Flat,3270000,Islamabad,0,1,Marla,1.9,0,1,0,0,0
Flat,5411000,Islamabad,0,2,Marla,3.4,0,1,0,0,0
Flat,5495000,Islamabad,0,2,Marla,3.5,0,1,0,0,0
Flat,5754000,Islamabad,0,2,Marla,3.7,0,1,0,0,0
Flat,8652000,Islamabad,0,3,Marla,5.5,0,1,0,0,0
Flat,4988000,Rawalpindi,2,2,Marla,3.0,0,0,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,4446000,Islamabad,2,2,Marla,3.3,0,1,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,5090000,Islamabad,0,0,Marla,3.0,0,1,0,0,0
Flat,4598000,Islamabad,1,1,Marla,2.7,0,1,0,0,0
Flat,4840000,Islamabad,0,0,Marla,2.7,0,1,0,0,0
Flat,7696000,Islamabad,0,0,Marla,4.3,0,1,0,0,0
Flat,7920000,Islamabad,0,0,Marla,4.4,0,1,0,0,0
Flat,5696000,Islamabad,0,1,Marla,3.4,0,1,0,0,0
Room,7600,Rawalpindi,1,1,Marla,5.0,0,0,0,0,0
House,7990000,Lahore,2,2,Marla,4.3,0,0,0,1,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4715000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
Flat,4715000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
Flat,7175000,Islamabad,3,3,Marla,7.8,0,1,0,0,0
Flat,6492000,Islamabad,1,1,Marla,4.3,0,1,0,0,0
House,7510000,Faisalabad,0,0,Marla,4.0,1,0,0,0,0
Flat,8170000,Rawalpindi,0,3,Marla,7.3,0,0,0,0,0
Flat,7120000,Rawalpindi,0,2,Marla,6.3,0,0,0,0,0
Flat,7035000,Rawalpindi,0,2,Marla,6.3,0,0,0,0,0
Flat,3545000,Rawalpindi,1,1,Marla,3.2,0,0,0,0,0
Upper Portion,28650,Karachi,6,6,Marla,9.6,0,0,1,0,0
Flat,3174000,Karachi,2,2,Marla,3.6,0,0,1,0,0
Flat,1490000,Lahore,1,1,Marla,1.8,0,0,0,1,0
Flat,5382000,Islamabad,0,1,Marla,2.7,0,1,0,0,0
Flat,1025000,Karachi,1,2,Marla,1.8,0,0,1,0,0
Flat,1025000,Karachi,1,2,Marla,1.8,0,0,1,0,0
Flat,6622000,Islamabad,2,2,Marla,4.2,0,1,0,0,0
Flat,6622000,Islamabad,2,2,Marla,4.2,0,1,0,0,0
Flat,4425000,Karachi,2,2,Marla,4.2,0,0,1,0,0
Flat,7320000,Islamabad,0,0,Marla,2.7,0,1,0,0,0
House,7510000,Faisalabad,0,0,Marla,4.0,1,0,0,0,0
House,30200000,Lahore,5,4,Marla,10.0,0,0,0,1,0
Flat,1499000,Islamabad,1,1,Marla,1.8,0,1,0,0,0
Flat,2729000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
Flat,1982000,Islamabad,1,1,Marla,1.4,0,1,0,0,0
Flat,1389000,Karachi,2,2,Marla,4.4,0,0,1,0,0
Flat,1943000,Karachi,2,2,Marla,6.2,0,0,1,0,0
Flat,2387000,Karachi,3,3,Marla,7.6,0,0,1,0,0
Flat,7683000,Lahore,1,1,Marla,2.5,0,0,0,1,0
Flat,3311000,Islamabad,1,1,Marla,2.1,0,1,0,0,0
Flat,143000,Islamabad,2,2,Marla,5.3,0,1,0,0,0
Flat,6944000,Karachi,3,2,Marla,4.4,0,0,1,0,0
Flat,8242000,Islamabad,3,3,Marla,4.9,0,1,0,0,0
Flat,3695000,Islamabad,1,1,Marla,3.3,0,1,0,0,0
Flat,6030000,Islamabad,0,2,Marla,4.5,0,1,0,0,0
Flat,5820000,Islamabad,0,2,Marla,4.3,0,1,0,0,0
Flat,9360000,Islamabad,0,3,Marla,6.9,0,1,0,0,0
Flat,8220000,Islamabad,0,3,Marla,6.1,0,1,0,0,0
Upper Portion,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,6944000,Karachi,2,2,Marla,4.4,0,0,1,0,0
Flat,7757000,Lahore,1,1,Marla,1.5,0,0,0,1,0
Flat,4780000,Lahore,0,0,Marla,2.5,0,0,0,1,0
Flat,3437000,Rawalpindi,1,1,Marla,2.3,0,0,0,0,0
Flat,3437000,Rawalpindi,1,1,Marla,2.3,0,0,0,0,0
Flat,1499000,Islamabad,1,1,Marla,1.8,0,1,0,0,0
Flat,3590000,Karachi,2,2,Marla,2.2,0,0,1,0,0
Flat,4751000,Islamabad,1,1,Marla,2.7,0,1,0,0,0
House,3495000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,6540000,Islamabad,2,2,Marla,3.9,0,1,0,0,0
Flat,8888000,Islamabad,3,3,Marla,5.3,0,1,0,0,0
House,3495000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,7669000,Islamabad,2,2,Marla,4.4,0,1,0,0,0
Flat,7677000,Islamabad,2,2,Marla,4.4,0,1,0,0,0
Flat,3499000,Islamabad,1,1,Marla,2.0,0,1,0,0,0
Flat,4749000,Rawalpindi,0,2,Marla,3.2,0,0,0,0,0
Flat,4978000,Rawalpindi,0,2,Marla,3.4,0,0,0,0,0
Flat,3079000,Rawalpindi,0,1,Marla,2.1,0,0,0,0,0
House,3495000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,5273000,Islamabad,2,2,Marla,3.1,0,1,0,0,0
House,7510000,Faisalabad,0,0,Marla,4.0,1,0,0,0,0
Flat,6030000,Islamabad,0,2,Marla,4.5,0,1,0,0,0
Flat,5820000,Islamabad,0,2,Marla,4.3,0,1,0,0,0
Flat,9360000,Islamabad,0,3,Marla,6.9,0,1,0,0,0
Flat,8220000,Islamabad,0,3,Marla,6.1,0,1,0,0,0
House,2480000,Lahore,2,2,Marla,2.0,0,0,0,1,0
Flat,3767000,Islamabad,2,2,Marla,2.9,0,1,0,0,0
House,2480000,Lahore,2,2,Marla,2.0,0,0,0,1,0
House,4590000,Islamabad,3,3,Marla,5.6,0,1,0,0,0
Flat,1784000,Islamabad,1,1,Marla,1.4,0,1,0,0,0
Flat,4887000,Islamabad,0,0,Marla,4.0,0,1,0,0,0
Flat,3791000,Islamabad,2,2,Marla,2.9,0,1,0,0,0
Flat,1025000,Karachi,1,2,Marla,1.8,0,0,1,0,0
Flat,1025000,Karachi,1,2,Marla,1.8,0,0,1,0,0
Flat,7372000,Karachi,2,2,Marla,4.4,0,0,1,0,0
Flat,6217000,Karachi,2,2,Marla,3.7,0,0,1,0,0
Flat,1808000,Islamabad,1,1,Marla,1.4,0,1,0,0,0
Flat,8405000,Islamabad,3,3,Marla,9.1,0,1,0,0,0
Flat,4234000,Islamabad,2,2,Marla,2.9,0,1,0,0,0
Flat,1802000,Islamabad,1,1,Marla,1.4,0,1,0,0,0
Penthouse,4887000,Islamabad,2,2,Marla,4.0,0,1,0,0,0
Flat,4898000,Islamabad,0,0,Marla,4.0,0,1,0,0,0
Flat,3767000,Islamabad,0,0,Marla,2.9,0,1,0,0,0
Flat,32700000,Lahore,0,3,Marla,9.4,0,0,0,1,0
Flat,5808000,Islamabad,1,1,Marla,4.3,0,1,0,0,0
Flat,3345000,Islamabad,1,1,Marla,2.0,0,1,0,0,0
Flat,3330000,Islamabad,1,1,Marla,2.0,0,1,0,0,0
Flat,5565000,Islamabad,2,2,Marla,3.5,0,1,0,0,0
Flat,5495000,Islamabad,2,2,Marla,3.5,0,1,0,0,0
Flat,4715000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
Flat,4715000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
Flat,4715000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
Flat,4715000,Islamabad,2,2,Marla,5.1,0,1,0,0,0
Flat,7175000,Islamabad,3,3,Marla,7.8,0,1,0,0,0
Flat,7175000,Islamabad,3,3,Marla,7.8,0,1,0,0,0
Flat,2699000,Rawalpindi,2,2,Marla,3.3,0,0,0,0,0
Flat,4446000,Islamabad,2,2,Marla,3.3,0,1,0,0,0
Flat,3516000,Islamabad,2,2,Marla,3.9,0,1,0,0,0
Flat,6944000,Karachi,2,2,Marla,4.4,0,0,1,0,0
Flat,8466000,Karachi,3,3,Marla,5.6,0,0,1,0,0
Flat,8466000,Karachi,3,3,Marla,5.6,0,0,1,0,0
Flat,6328000,Islamabad,1,1,Marla,3.0,0,1,0,0,0
Flat,1495000,Lahore,1,2,Marla,1.7,0,0,0,1,0
Flat,7703000,Rawalpindi,0,0,Marla,5.3,0,0,0,0,0
Flat,6195000,Rawalpindi,0,0,Marla,4.2,0,0,0,0,0
Flat,6195000,Rawalpindi,0,0,Marla,4.2,0,0,0,0,0
Flat,7703000,Rawalpindi,0,0,Marla,5.3,0,0,0,0,0
Flat,7703000,Rawalpindi,0,0,Marla,5.3,0,0,0,0,0
Flat,6195000,Rawalpindi,0,0,Marla,4.2,0,0,0,0,0
Flat,3452000,Rawalpindi,0,0,Marla,2.4,0,0,0,0,0
Flat,9145000,Rawalpindi,0,0,Marla,6.3,0,0,0,0,0
Flat,7703000,Rawalpindi,0,0,Marla,5.3,0,0,0,0,0
Flat,6195000,Rawalpindi,0,0,Marla,4.2,0,0,0,0,0
Flat,3416000,Rawalpindi,0,0,Marla,2.4,0,0,0,0,0
Flat,8060000,Islamabad,2,2,Marla,5.5,0,1,0,0,0
Flat,5430000,Islamabad,2,2,Marla,3.2,0,1,0,0,0
Flat,6540000,Islamabad,2,2,Marla,3.9,0,1,0,0,0
Flat,8242000,Islamabad,3,3,Marla,4.9,0,1,0,0,0
Flat,8888000,Islamabad,3,3,Marla,5.3,0,1,0,0,0
House,3110000,Lahore,2,2,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,2,5,Marla,3.0,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,6079000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,6079000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,6079000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,6513000,Karachi,2,2,Marla,5.0,0,0,1,0,0
Flat,6513000,Karachi,2,2,Marla,5.0,0,0,1,0,0
Flat,8888000,Islamabad,3,3,Marla,5.3,0,1,0,0,0
Flat,96000,Karachi,0,2,Marla,4.7,0,0,1,0,0
Flat,999000,Islamabad,2,2,Marla,4.0,0,1,0,0,0
Flat,7892000,Islamabad,3,3,Marla,9.1,0,1,0,0,0
House,1190000,Faisalabad,0,0,Marla,2.8,1,0,0,0,0
House,9530000,Faisalabad,0,0,Marla,10.0,1,0,0,0,0
House,7535000,Faisalabad,0,0,Marla,5.0,1,0,0,0,0
House,8530000,Faisalabad,0,0,Marla,3.8,1,0,0,0,0
Flat,5411000,Islamabad,2,2,Marla,3.4,0,1,0,0,0
Flat,5754000,Islamabad,2,2,Marla,3.7,0,1,0,0,0
Flat,4117000,Islamabad,1,1,Marla,2.4,0,1,0,0,0
Flat,3960000,Islamabad,1,1,Marla,2.3,0,1,0,0,0
Flat,5430000,Islamabad,2,2,Marla,3.2,0,1,0,0,0
Flat,8242000,Islamabad,3,3,Marla,4.9,0,1,0,0,0
Flat,8888000,Islamabad,3,3,Marla,5.3,0,1,0,0,0
Flat,6540000,Islamabad,2,2,Marla,3.9,0,1,0,0,0
Flat,5430000,Islamabad,2,2,Marla,3.2,0,1,0,0,0
Flat,8242000,Islamabad,3,3,Marla,4.9,0,1,0,0,0
House,30600000,Lahore,6,4,Marla,10.0,0,0,0,1,0
Flat,6079000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,6079000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,6513000,Karachi,2,2,Marla,5.0,0,0,1,0,0
Flat,6513000,Karachi,2,2,Marla,5.0,0,0,1,0,0
Flat,3960000,Islamabad,1,1,Marla,2.3,0,1,0,0,0
Flat,4117000,Islamabad,1,1,Marla,2.4,0,1,0,0,0
Flat,5430000,Islamabad,2,2,Marla,3.2,0,1,0,0,0
Flat,6540000,Islamabad,2,2,Marla,3.9,0,1,0,0,0
Flat,8242000,Islamabad,3,3,Marla,4.9,0,1,0,0,0
